Title,Price,Shipping,Condition,Is Auction?,No Best Offer
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯568,C $178.13,+C $20.55 shipping,Pre-Owned,False,True
Nintendo The New 3DS XL console Metalic Black  Smash Bros Pokemon Games,C $217.87,+C $26.02 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯559,C $164.43,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New Nintendo 3DS XL SNES Edition LIGHTLY USED *Read description*,C $712.53,+C $53.75 shipping,New (Other),True,True
New Nintendo 3DS XL Handheld System RED-001 Gray  - CONSOLE ONLY,C $260.35,+C $43.16 shipping,Pre-Owned,False,True
RANK B+ IPS Nintendo New 3DS XL Metallic Black With BOX IPS Screen Top S3247,C $260.33,+C $9.59 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Metroid Samus  Returns Edition. One Owner,C $753.64,+C $58.22 shipping,Pre-Owned,False,False
Nintendo New 3DS XL Monster Hunter Generations Edition MINTY! Console W Charger,C $513.84,+C $34.75 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Parts Lot,C $277.48,+C $27.77 shipping,Parts Only,True,True
RANK B+ IPS Nintendo New 3DS LL XL Pearl White IPS Screen TOP Japan ver A1972,C $326.12,+C $9.59 shipping,Pre-Owned,True,True
Nintendo New 3DS XL USA With everything included In Pictures,C $548.10,+C $45.22 shipping,Brand New,False,False
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver R5476,C $205.52,+C $9.59 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Metallic Red Box Console Charger Japanese ver [BOX],C $239.66,Free shipping,Pre-Owned,False,True
Modded Single IPS New 3ds XL w/ Extras!!,C $322.01,+C $42.79 shipping,Pre-Owned,False,True
[ MINT IN BOX ] NINTENDO NEW 3DS XL LL LIME x BLACK Console Japan Version 4272,C $287.62,Free shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯568,C $178.13,+C $20.55 shipping,Pre-Owned,False,True
Nintendo The New 3DS XL console Metalic Black  Smash Bros Pokemon Games,C $217.87,+C $26.02 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯559,C $164.43,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New Nintendo 3DS XL SNES Edition LIGHTLY USED *Read description*,C $712.53,+C $53.75 shipping,New (Other),True,True
New Nintendo 3DS XL Handheld System RED-001 Gray  - CONSOLE ONLY,C $260.35,+C $43.16 shipping,Pre-Owned,False,True
RANK B+ IPS Nintendo New 3DS XL Metallic Black With BOX IPS Screen Top S3247,C $260.33,+C $9.59 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Metroid Samus  Returns Edition. One Owner,C $753.64,+C $58.22 shipping,Pre-Owned,False,False
Nintendo New 3DS XL Monster Hunter Generations Edition MINTY! Console W Charger,C $513.84,+C $34.75 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Parts Lot,C $277.48,+C $27.77 shipping,Parts Only,True,True
RANK B+ IPS Nintendo New 3DS LL XL Pearl White IPS Screen TOP Japan ver A1972,C $326.12,+C $9.59 shipping,Pre-Owned,True,True
Nintendo New 3DS XL USA With everything included In Pictures,C $548.10,+C $45.22 shipping,Brand New,False,False
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver R5476,C $205.52,+C $9.59 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Metallic Red Box Console Charger Japanese ver [BOX],C $239.66,Free shipping,Pre-Owned,False,True
Modded Single IPS New 3ds XL w/ Extras!!,C $322.01,+C $42.79 shipping,Pre-Owned,False,True
Nintendo NEW 3DS XL LL Red 4GB Console w/ Extras (USA Seller) IPS,C $279.86,+C $33.53 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console w/ Stylus Charger + 4GB SD * IPS *,C $279.86,+C $33.53 shipping,Pre-Owned,False,True
"New Nintendo 3DS XL Gray Black Nice! Console W/ Stylus , Charger Case US Model",C $322.01,+C $29.09 shipping,Pre-Owned,False,True
L3079 Nintendo new 3DS LL XL console Metallic Blue Japan,C $178.12,+C $34.26 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Metallic Blue Tested Japan ver S4805,C $211.00,+C $9.59 shipping,Pre-Owned,False,True
New Nintendo 3DS LL Monster Hunter Cross Hunting Life Start Pack [Discontinued],C $546.73,Free shipping,Pre-Owned,False,True
RANK B+ Nintendo New 3DS LL XL Pearl White Tested Japan ver S3267,C $246.63,+C $9.59 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL White x pink Console region Japanese ♯454,C $212.39,+C $20.55 shipping,Pre-Owned,False,True
“New” Nintendo 3DS XL Samus Edition Handheld System Console Complete in Box,"C $1,096.19",+C $51.92 shipping,Pre-Owned,False,True
Dual IPS NEW Nintendo 3DS LL XL Console -metallic RED rare For parts ASIS,C $157.58,Free shipping,Parts Only,False,True
New Nintendo 3DS XL SNES Edition Gray 4 GB Handheld Console,C $465.88,+C $28.32 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Metallic Red - Bundle - Great Condition - Tested!!!,C $322.01,+C $54.95 shipping,Pre-Owned,False,True
New Nintendo 3DS LL metallic blue Console +charger [Near Mint],C $289.92,Free shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL console Metallic Black NO Pen. Japanese version From JP,C $164.43,Free shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL Metallic Red Console Japanese Version used JUNK for parts,C $137.02,+C $34.26 shipping,Pre-Owned,False,True
New 3DS XL Red w/ charger TESTED and WORKING! PROBLEMS WITH UPPER SCREEN,C $224.96,+C $22.72 shipping,Pre-Owned,False,False
“New” Nintendo 3DS XL Red Console US Model w/ Korean  Board Language - Tested!,C $274.04,+C $27.67 shipping,Pre-Owned,False,True
64 GB USA *Dual IPS* New Nintendo 3DS XL with Pokemon Games SD,C $541.25,+C $48.58 shipping,Pre-Owned,False,True
New Nintendo 3DS XL SNES Edition Console MINTY! Cib In Box Super Nintendo US,C $876.96,+C $45.45 shipping,Pre-Owned,False,True
Nintendo New 3DS LL XL Metallic Black Tested Japan ver R4591,C $197.30,+C $9.59 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Black - Bundle - Great Condition - Must See!,C $315.16,+C $54.74 shipping,Pre-Owned,False,True
"Nintendo NEW 3DS XL in Metallic Red w/4GB micro SD card, FOR PARTS/REPAIR ONLY",C $93.11,+C $34.26 shipping,Parts Only,False,True
New 3DS LL XL Metalic red Japan Nintendo Console region Japanese ♯546,C $178.13,+C $20.55 shipping,Pre-Owned,False,True
'New' Nintendo 3DS XL - Metallic Blue - Free Tracked Post - NO CHARGER/STYLUS,C $241.86,+C $22.74 shipping,Pre-Owned,False,True
Nintendo New 3DS LL/XL - Lime Green With CFW and 11 Games,C $322.01,+C $38.26 shipping,Pre-Owned,False,False
New Nintendo 3DS XL System - Galaxy Edition - Bundle - Good Shape - Tested/Works,C $322.01,+C $54.95 shipping,Pre-Owned,False,True
‘New’ Nintendo 3DS XL Console Handheld System - Metallic Red - Tested W/ Stylus,C $301.44,+C $47.11 shipping,Pre-Owned,False,False
Japanese Nintendo New 3DS LL/xl Console - Metallic Black JAPANESE VERSION,C $276.83,+C $56.44 shipping estimate,Pre-Owned,False,True
New Nintendo 3DS XL System - Metallic Red - Top IPS - Bundle W/Games - Tested!!!,C $335.71,+C $55.34 shipping,Pre-Owned,False,True
【Dual IPS】【Near Mint】NEW Nintendo 3DS LL XL Console -metallic RED tested,C $424.70,Free shipping,Pre-Owned,False,True
B101 Nintendo new 3DS LL XL console Metallic Black JP Handheld System USED fx,C $178.13,+C $34.26 shipping,Pre-Owned,True,True
B96 Nintendo new 3DS LL XL console Metallic Blue JAPAN Box Adapter Working SET,C $116.47,+C $34.26 shipping,Pre-Owned,True,True
B115 Nintendo new 3DS LL XL console Metallic Black N3DS Handheld Japan JP USED,C $95.92,+C $34.26 shipping,Parts Only,True,True
B102 Nintendo new 3DS LL XL console Metallic Red Box Adapter Pen JAPAN JP USED,C $185.81,+C $34.26 shipping,Pre-Owned,True,True
"""New"" Nintendo 3DS XL Fire Emblem Fates Edition (RARE!!) + LOTS OF GAMES",C $685.12,+C $34.79 shipping,Pre-Owned,False,False
Nintendo New 3DS XL System - Metallic Red - Top IPS Screen - US Console Tested,C $328.85,+C $42.97 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Zelda Majoras Mask Console w/ac adapterJapanese ver,C $416.56,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Console - Excellent Condition w/ Charger + Games,C $424.76,+C $32.12 shipping,Excellent - Refurbished,False,True
"""New"" Nintendo 3DS XL Purple Galaxy Edition Handheld System - UNIT ONLY no cord",C $245.27,+C $39.09 shipping,Pre-Owned,False,False
New Nintendo 3DS XL LL Animal Crossing Happy Home Designer Console Charger [CC],C $274.05,Free shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver R1065,C $205.52,+C $9.59 shipping,Pre-Owned,False,True
metallic RED New Nintendo 3DS LL XL Instock Japanese console charger Fast ship,C $202.80,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Super Famicom Edition Console Charger Japanese ver [CC],C $547.96,Free shipping,Pre-Owned,False,True
【DUAL IPS 】Limited  New Nintendo 3DS LL XL Metallic blue AS IS SOLD Tested,C $164.27,Free shipping,Pre-Owned,False,True
L2932 Ship Free Nintendo new 3DS LL XL console Metallic Black Japan fx,C $208.96,Free shipping,Pre-Owned,True,True
L2931 Ship Free Nintendo new 3DS LL XL console Metallic Red Japan,C $219.24,Free shipping,Pre-Owned,True,True
New Nintendo 3DS XL LL White x pink Console region Japanese ♯552,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
L2699 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan,C $185.67,Free shipping,Pre-Owned,True,True
L2900 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan fx,C $192.52,Free shipping,Pre-Owned,True,True
Nintendo NEW 3DS LL XL Pearl White Handheld System Charger  console【USED】,C $209.65,Free shipping,Pre-Owned,False,True
"New Nintendo 3DS XL  Console, Metallic Black USA-Version +Games",C $69.18,+C $30.01 shipping,Pre-Owned,True,False
New Nintendo 3ds XL Console Legend Of Zelda Hyrule Gold Edition W Charger,C $424.71,+C $46.92 shipping,Pre-Owned,False,False
Nintendo New 3DS XL Handheld Console Pokemon Sun and Moon Solgaleo and Lunala,C $356.26,+C $30.09 shipping,Pre-Owned,False,False
IPS Nintendo New 3DS LL XL Metallic Red IPS Screen Bottom Japan R5248,C $209.63,+C $9.59 shipping,Pre-Owned,False,True
Nintendo New Nintendo 3DS XL SNES Edition Great Condition Barely Played,C $479.59,+C $45.27 shipping,Pre-Owned,True,True
Nintendo New 3DS LL XL Pearl White Console Pen SD Card 4GB Charger Set Tested,C $191.82,Free shipping,Pre-Owned,False,True
Nintendo  New 3DS XL 4GB Handheld System -3 Games Black (Used),C $274.05,+C $42.19 shipping,Pre-Owned,False,False
Nintendo New 3DS XL 4GB Handheld Gaming System Black Tested Works With Charger,C $329.99,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Black - Bundle - Great Condition - Tested/Works!,C $308.31,+C $54.54 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Japan ver S2545,C $212.37,+C $9.59 shipping,Pre-Owned,False,True
'New' Nintendo 3DS XL Metallic Blue - IPS Top Screen - ,C $389.31,+C $62.55 shipping estimate,New (Other),False,True
NIB New Nintendo 3DS XL Super Nintendo SNES Edition Handheld Console Mario Kart,"C $1,068.79",+C $62.07 shipping,New (Other),False,False
RANK B+ IPS Nintendo New 3DS LL XL Pearl White With BOX IPS Screen TOP Japan ver,C $277.48,+C $9.59 shipping,Pre-Owned,True,True
Nintendo New 3DS XL USA Bundle w/ Box Black Console Smash Bros + Super Mario 3D,C $450.00,+C $20.00 shipping,Pre-Owned,False,False
New Nintendo 3DS LL Pink × White Japanese Imported Version ,C $373.95,Free shipping,Brand New,False,True
New nintendo 3DS LL XL console Pearl White Japanese ver used tested,C $217.87,+C $34.26 shipping,Pre-Owned,False,True
"Nintendo New 3DS XL System - Red - Tested/Works, With Case&Charger",C $280.89,+C $27.87 shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB System - Black - Works Great,C $246.64,+C $35.20 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Super Famicom Edition Console Stylus Japanese,C $498.76,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL Hyrule Edition Gold Complete in Box CIB ZELDA With Soft Case,C $717.40,+C $29.99 shipping,Pre-Owned,False,True
Nintendo New 3DS LL XL Pearl White Tested Japan ver R1544,C $197.30,+C $9.59 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL Metallic Red Console Japanese Version used tested,C $205.54,+C $34.26 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Metallic Blue Alpha Sapphire Cart Charger Paint Peel On Top,C $311.43,+C $52.84 shipping estimate,Pre-Owned,False,True
Nintendo New 3DS XL Red Handheld Console Model RED-001 3 Games Charger 4gb Sd,C $575.50,+C $51.36 shipping,Pre-Owned,False,True
"New Nintendo 3DS XL LL Super Famicom Edition Console Boxed NTSC-J  ""Near Mint""",C $668.67,Free shipping,Pre-Owned,False,True
L2871 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan x,C $154.15,Free shipping,Pre-Owned,True,True
L2870 Ship Free Nintendo new 3DS LL XL console Metalic Black Japan fx,C $199.37,Free shipping,Pre-Owned,True,True
L2869 Nintendo new 3DS LL XL console White Japan fx,C $237.74,Free shipping,Pre-Owned,True,True
L2864 Nintendo new 3DS LL XL console White Japan w/box,C $226.09,Free shipping,Pre-Owned,True,True
IPS Top Nintendo new 3DS LL Red Console Used Top Mint,C $340.92,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Upper screen IPS Metallic Black Console Japanese ver,C $258.98,+C $12.33 shipping,Pre-Owned,False,True
[Used] Nintendo New 3DS XL  Handheld with Carrying Case And Charger.,C $342.56,+C $43.12 shipping,Pre-Owned,False,True
Nintendo “new” 3ds XL — Red Console NO STYLUS w/ Charger Works Games,C $260.35,+C $27.27 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯550,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic red Japan Nintendo Console region Japanese ♯562,C $178.13,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Galaxy Purple Edition Console + Extras  (USA Seller),C $308.29,+C $39.37 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console w/ Stylus Charger + 4GB SD * IPS *,C $301.44,+C $39.16 shipping,Pre-Owned,False,True
Nintendo NEW 3DS XL LL Gold 4GB Console w/ Extras (USA Seller),C $356.25,+C $40.78 shipping,Pre-Owned,False,True
Nintendo NEW 3DS XL LL Gold 4GB Console w/ Extras (USA Seller) IPS READ,C $349.40,+C $35.57 shipping,Pre-Owned,False,True
Black New Nintendo 3DS LL Metallic Japanese Console Charger Used,C $205.52,+C $25.65 shipping,Pre-Owned,False,False
Nintendo 3D S XL BUNDLE. Open Box. Comes With A Charger And 1 Game!,C $260.35,+C $79.56 shipping,New (Other),False,False
NEW Nintendo 3DS LL XL Lime Green / Black Console System Free Shipping,C $272.65,Free shipping,Pre-Owned,False,True
NEW Nintendo 3DS LL XL handheld USED console black  working free shipping BOX,C $230.20,Free shipping,Pre-Owned,False,True
Read Description New Nintendo 3DS XL Handheld Console Charger Zelda,C $205.54,+C $44.29 shipping,Parts Only,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯558,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL console Metallic Blue used japanese ver tested,C $204.17,+C $34.26 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver S1065,C $230.19,+C $9.59 shipping,Pre-Owned,False,True
Nintendo New 3DS XL LL | TONS OF GAMES | 128 GB SD Card *MESSAGE FOR DETAILS*,C $411.07,+C $32.26 shipping,New (Other),False,True
New 3DS XL (LL) Loopy In-Built Capture Card w/USB-C Charging (FREE Pokémon game),C $753.62,+C $50.03 shipping,Pre-Owned,False,False
black New Nintendo 3DS LL XL  metallic Japanese console In stock charger USED,C $198.69,Free shipping,Pre-Owned,False,True
IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Japan ver S4702,C $226.08,+C $9.59 shipping,Pre-Owned,False,True
Dual IPS Nintendo New 3DS XL Pearl White IPS Screen Top Bottom A7023,C $390.52,+C $9.59 shipping,Pre-Owned,True,True
NEW Samus Edition Nintendo 3DS XL Never Opened CIB NIB,C $950.00,+C $50.00 shipping,Brand New,False,True
Read Description New Nintendo 3DS XL Handheld Console Charger Zelda,C $205.54,+C $44.29 shipping,Parts Only,False,True
Nintendo NEW 3DS LL XL Blue Handheld Console Fast shipping USED charger,C $202.80,Free shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯558,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL console Metallic Blue used japanese ver tested,C $204.17,+C $34.26 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver S1065,C $230.19,+C $9.59 shipping,Pre-Owned,False,True
Nintendo New 3DS XL LL | TONS OF GAMES | 128 GB SD Card *MESSAGE FOR DETAILS*,C $411.07,+C $32.26 shipping,New (Other),False,True
New 3DS XL (LL) Loopy In-Built Capture Card w/USB-C Charging (FREE Pokémon game),C $753.62,+C $50.03 shipping,Pre-Owned,False,False
black New Nintendo 3DS LL XL  metallic Japanese console In stock charger USED,C $198.69,Free shipping,Pre-Owned,False,True
IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Japan ver S4702,C $226.08,+C $9.59 shipping,Pre-Owned,False,True
Dual IPS Nintendo New 3DS XL Pearl White IPS Screen Top Bottom A7023,C $390.52,+C $9.59 shipping,Pre-Owned,True,True
NEW Samus Edition Nintendo 3DS XL Never Opened CIB NIB,C $950.00,+C $50.00 shipping,Brand New,False,True
NEW NINTENDO 3DS XL METALLIC GREY CONSOLE PAL SYSTEM - Boxed Ref A227,C $519.00,+C $86.86 shipping estimate,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Red - Console Only,C $245.27,+C $35.22 shipping,Pre-Owned,False,True
"Nintendo New 3DS XL Charcoal Gray Model RED-001 w Carrying Case, Stylus, Charger",C $280.34,+C $27.86 shipping,Pre-Owned,False,False
L2872 Nintendo new 3DS LL XL console Metallic Blue Japan w/pen,C $191.82,+C $34.26 shipping,Pre-Owned,False,True
Japanese Nintendo New 3DS LL/xl Console - Pearl White JAPANESE VERSION,C $294.13,+C $57.03 shipping estimate,Pre-Owned,False,True
Japanese Nintendo New 3DS LL/xl Console - Metallic Blue JAPANESE VERSION,C $294.13,+C $57.03 shipping estimate,Pre-Owned,False,True
New Nintendo 3DS XL System - Black - Bundle With 72 Games From eShop!!!!,C $342.56,+C $55.55 shipping,Pre-Owned,False,True
RANK B+ Nintendo New 3DS LL XL Pearl White Tested Japan ver S3256,C $246.63,+C $9.59 shipping,Pre-Owned,False,True
New 3DS LL XL   Monster Hunter 4G  Japan Nintendo Console region Japanese ♯537,C $301.45,+C $20.55 shipping,Pre-Owned,False,True
"Nintendo ""New"" 3DS XL [RED-001] Metallic Red Handheld Console No Charger",C $219.23,+C $37.83 shipping,Pre-Owned,False,True
"Nintendo ""New"" 3DS XL Galaxy Edition Handheld System Purple GREAT CONDITION",C $342.56,+C $64.74 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯527,C $178.13,+C $20.55 shipping,Pre-Owned,False,True
Dual IPS Nintendo New 3DS XL Metallic Blue Console IPS Screen Top Bottom JAPAN,C $256.92,+C $32.89 shipping,Pre-Owned,True,True
